PartName,Event,Response,Key,Correct_R,Error_Code,RT,congruency,distance,pairs,size
96_large,"exp (2, 1-3.JPG)",right,n,right,C,415,congruent,2,1_3,small pairs
96_large,"exp (23, 3-8.JPG)",right,n,right,C,431,congruent,5,3_8,
96_large,"exp (3, 1-4.JPG)",right,n,right,C,432,congruent,3,1_4,small pairs
96_large,"exp (61, 8-5.JPG)",left,b,left,C,432,incongruent,3,8_5,
96_large,"exp (11, 2-4.JPG)",right,n,right,C,434,congruent,2,2_4,small pairs
96_large,"exp (57, 8-1.JPG)",left,b,left,C,457,incongruent,7,8_1,
96_large,"exp (2, 1-3.JPG)",right,n,right,C,460,congruent,2,1_3,small pairs
96_large,"exp (10, 2-3.JPG)",right,n,right,C,462,congruent,1,2_3,small pairs
96_large,"exp (1, 1-2.JPG)",right,n,right,C,466,congruent,1,1_2,small pairs
96_large,"exp (6, 1-7.JPG)",right,n,right,C,480,congruent,6,1_7,
96_large,"exp (42, 6-2.JPG)",left,b,left,C,480,incongruent,4,6_2,
96_large,"exp (7, 1-8.JPG)",right,n,right,C,485,congruent,7,1_8,
96_large,"exp (66, 9-2.JPG)",left,b,left,C,486,incongruent,7,9_2,
96_large,"exp (53, 7-5.JPG)",left,b,left,C,486,incongruent,2,7_5,
96_large,"exp (25, 4-1.JPG)",left,b,left,C,487,incongruent,3,4_1,small pairs
96_large,"exp (42, 6-2.JPG)",left,b,left,C,488,incongruent,4,6_2,
96_large,"exp (33, 5-1.JPG)",left,b,left,C,488,incongruent,4,5_1,
96_large,"exp (53, 7-5.JPG)",left,b,left,C,488,incongruent,2,7_5,
96_large,"exp (16, 2-9.JPG)",right,n,right,C,488,congruent,7,2_9,
96_large,"exp (33, 5-1.JPG)",left,b,left,C,488,incongruent,4,5_1,
96_large,"exp (34, 5-2.JPG)",left,b,left,C,490,incongruent,3,5_2,
96_large,"exp (15, 2-8.JPG)",right,n,right,C,490,congruent,6,2_8,
96_large,"exp (17, 3-1.JPG)",left,b,left,C,490,incongruent,2,3_1,small pairs
96_large,"exp (66, 9-2.JPG)",left,b,left,C,491,incongruent,7,9_2,
96_large,"exp (27, 4-3.JPG)",left,b,left,C,492,incongruent,1,4_3,small pairs
96_large,"exp (20, 3-5.JPG)",right,n,right,C,495,congruent,2,3_5,
96_large,"exp (44, 6-4.JPG)",left,b,left,C,496,incongruent,2,6_4,
96_large,"exp (16, 2-9.JPG)",right,n,right,C,497,congruent,7,2_9,
96_large,"exp (17, 3-1.JPG)",left,b,left,C,498,incongruent,2,3_1,small pairs
96_large,"exp (14, 2-7.JPG)",right,n,right,C,499,congruent,5,2_7,
96_large,"exp (65, 9-1.JPG)",left,b,left,C,500,incongruent,8,9_1,
96_large,"exp (24, 3-9.JPG)",right,n,right,C,500,congruent,6,3_9,
96_large,"exp (58, 8-2.JPG)",left,b,left,C,504,incongruent,6,8_2,
96_large,"exp (9, 2-1.JPG)",left,b,left,C,504,incongruent,1,2_1,small pairs
96_large,"exp (4, 1-5.JPG)",right,n,right,C,506,congruent,4,1_5,
96_large,"exp (57, 8-1.JPG)",left,b,left,C,506,incongruent,7,8_1,
96_large,"exp (28, 4-5.JPG)",right,n,right,C,506,congruent,1,4_5,
96_large,"exp (3, 1-4.JPG)",right,n,right,C,506,congruent,3,1_4,small pairs
96_large,"exp (3, 1-4.JPG)",right,n,right,C,507,congruent,3,1_4,small pairs
96_large,"exp (15, 2-8.JPG)",right,n,right,C,508,congruent,6,2_8,
96_large,"exp (6, 1-7.JPG)",right,n,right,C,508,congruent,6,1_7,
96_large,"exp (71, 9-7.JPG)",left,b,left,C,512,incongruent,2,9_7,large pairs
96_large,"exp (41, 6-1.JPG)",left,b,left,C,512,incongruent,5,6_1,
96_large,"exp (59, 8-3.JPG)",left,b,left,C,513,incongruent,5,8_3,
96_large,"exp (33, 5-1.JPG)",left,b,left,C,514,incongruent,4,5_1,
96_large,"exp (11, 2-4.JPG)",right,n,right,C,514,congruent,2,2_4,small pairs
96_large,"exp (8, 1-9.JPG)",right,n,right,C,515,congruent,8,1_9,
