PartName,Event,Response,Key,Correct_R,Error_Code,RT,congruency,distance,pairs,size
36_large,"exp (58, 8-2.JPG)",left,b,left,C,431,incongruent,6,8_2,
36_large,"exp (17, 3-1.JPG)",left,b,left,C,434,incongruent,2,3_1,small pairs
36_large,"exp (25, 4-1.JPG)",left,b,left,C,440,incongruent,3,4_1,small pairs
36_large,"exp (6, 1-7.JPG)",right,n,right,C,442,congruent,6,1_7,
36_large,"exp (59, 8-3.JPG)",left,b,left,C,445,incongruent,5,8_3,
36_large,"exp (42, 6-2.JPG)",left,b,left,C,448,incongruent,4,6_2,
36_large,"exp (58, 8-2.JPG)",left,b,left,C,450,incongruent,6,8_2,
36_large,"exp (59, 8-3.JPG)",left,b,left,C,456,incongruent,5,8_3,
36_large,"exp (29, 4-6.JPG)",right,n,right,C,458,congruent,2,4_6,
36_large,"exp (42, 6-2.JPG)",left,b,left,C,460,incongruent,4,6_2,
36_large,"exp (25, 4-1.JPG)",left,b,left,C,460,incongruent,3,4_1,small pairs
36_large,"exp (41, 6-1.JPG)",left,b,left,C,462,incongruent,5,6_1,
36_large,"exp (33, 5-1.JPG)",left,b,left,C,462,incongruent,4,5_1,
36_large,"exp (71, 9-7.JPG)",left,b,left,C,474,incongruent,2,9_7,large pairs
36_large,"exp (17, 3-1.JPG)",left,b,left,C,476,incongruent,2,3_1,small pairs
36_large,"exp (15, 2-8.JPG)",right,n,right,C,480,congruent,6,2_8,
36_large,"exp (65, 9-1.JPG)",left,b,left,C,480,incongruent,8,9_1,
36_large,"exp (71, 9-7.JPG)",left,b,left,C,480,incongruent,2,9_7,large pairs
36_large,"exp (20, 3-5.JPG)",right,n,right,C,482,congruent,2,3_5,
36_large,"exp (40, 5-9.JPG)",right,n,right,C,482,congruent,4,5_9,
36_large,"exp (68, 9-4.JPG)",left,b,left,C,484,incongruent,5,9_4,
36_large,"exp (11, 2-4.JPG)",right,n,right,C,488,congruent,2,2_4,small pairs
36_large,"exp (41, 6-1.JPG)",left,b,left,C,490,incongruent,5,6_1,
36_large,"exp (27, 4-3.JPG)",left,b,left,C,492,incongruent,1,4_3,small pairs
36_large,"exp (58, 8-2.JPG)",left,b,left,C,492,incongruent,6,8_2,
