PartName,Event,Response,Key,Correct_R,Error_Code,RT,congruency,distance,pairs,size
54_large,"exp (4, 1-5.JPG)",right,n,right,C,374,congruent,4,1_5,
54_large,"exp (12, 2-5.JPG)",right,n,right,C,382,congruent,3,2_5,
54_large,"exp (23, 3-8.JPG)",right,n,right,C,400,congruent,5,3_8,
54_large,"exp (59, 8-3.JPG)",left,b,left,C,424,incongruent,5,8_3,
54_large,"exp (67, 9-3.JPG)",left,b,left,C,425,incongruent,6,9_3,
54_large,"exp (8, 1-9.JPG)",right,n,right,C,425,congruent,8,1_9,
54_large,"exp (66, 9-2.JPG)",left,b,left,C,436,incongruent,7,9_2,
54_large,"exp (2, 1-3.JPG)",right,n,right,C,437,congruent,2,1_3,small pairs
54_large,"exp (69, 9-5.JPG)",left,b,left,C,439,incongruent,4,9_5,
54_large,"exp (61, 8-5.JPG)",left,b,left,C,443,incongruent,3,8_5,
54_large,"exp (25, 4-1.JPG)",left,b,left,C,445,incongruent,3,4_1,small pairs
54_large,"exp (55, 7-8.JPG)",right,n,right,C,445,congruent,1,7_8,large pairs
54_large,"exp (23, 3-8.JPG)",right,n,right,C,447,congruent,5,3_8,
54_large,"exp (69, 9-5.JPG)",left,b,left,C,450,incongruent,4,9_5,
54_large,"exp (42, 6-2.JPG)",left,b,left,C,453,incongruent,4,6_2,
54_large,"exp (15, 2-8.JPG)",right,n,right,C,453,congruent,6,2_8,
54_large,"exp (44, 6-4.JPG)",left,b,left,C,455,incongruent,2,6_4,
54_large,"exp (64, 8-9.JPG)",right,n,right,C,456,congruent,1,8_9,large pairs
54_large,"exp (59, 8-3.JPG)",left,b,left,C,461,incongruent,5,8_3,
54_large,"exp (7, 1-8.JPG)",right,n,right,C,463,congruent,7,1_8,
54_large,"exp (5, 1-6.JPG)",right,n,right,C,464,congruent,5,1_6,
54_large,"exp (22, 3-7.JPG)",right,n,right,C,465,congruent,4,3_7,
54_large,"exp (61, 8-5.JPG)",left,b,left,C,465,incongruent,3,8_5,
54_large,"exp (58, 8-2.JPG)",left,b,left,C,469,incongruent,6,8_2,
54_large,"exp (56, 7-9.JPG)",right,n,right,C,471,congruent,2,7_9,large pairs
54_large,"exp (64, 8-9.JPG)",right,n,right,C,472,congruent,1,8_9,large pairs
54_large,"exp (25, 4-1.JPG)",left,b,left,C,472,incongruent,3,4_1,small pairs
54_large,"exp (56, 7-9.JPG)",right,n,right,C,473,congruent,2,7_9,large pairs
54_large,"exp (6, 1-7.JPG)",right,n,right,C,473,congruent,6,1_7,
54_large,"exp (31, 4-8.JPG)",right,n,right,C,473,congruent,4,4_8,
54_large,"exp (8, 1-9.JPG)",right,n,right,C,473,congruent,8,1_9,
54_large,"exp (15, 2-8.JPG)",right,n,right,C,476,congruent,6,2_8,
54_large,"exp (43, 6-3.JPG)",left,b,left,C,478,incongruent,3,6_3,
54_large,"exp (68, 9-4.JPG)",left,b,left,C,479,incongruent,5,9_4,
54_large,"exp (57, 8-1.JPG)",left,b,left,C,479,incongruent,7,8_1,
54_large,"exp (58, 8-2.JPG)",left,b,left,C,479,incongruent,6,8_2,
54_large,"exp (12, 2-5.JPG)",right,n,right,C,479,congruent,3,2_5,
54_large,"exp (39, 5-8.JPG)",right,n,right,C,479,congruent,3,5_8,
54_large,"exp (7, 1-8.JPG)",right,n,right,C,480,congruent,7,1_8,
54_large,"exp (29, 4-6.JPG)",right,n,right,C,480,congruent,2,4_6,
54_large,"exp (49, 7-1.JPG)",left,b,left,C,480,incongruent,6,7_1,
54_large,"exp (60, 8-4.JPG)",left,b,left,C,481,incongruent,4,8_4,
54_large,"exp (23, 3-8.JPG)",right,n,right,C,481,congruent,5,3_8,
54_large,"exp (71, 9-7.JPG)",left,b,left,C,481,incongruent,2,9_7,large pairs
54_large,"exp (9, 2-1.JPG)",left,b,left,C,483,incongruent,1,2_1,small pairs
54_large,"exp (32, 4-9.JPG)",right,n,right,C,483,congruent,5,4_9,
54_large,"exp (48, 6-9.JPG)",right,n,right,C,485,congruent,3,6_9,large pairs
54_large,"exp (31, 4-8.JPG)",right,n,right,C,485,congruent,4,4_8,
54_large,"exp (33, 5-1.JPG)",left,b,left,C,485,incongruent,4,5_1,
54_large,"exp (41, 6-1.JPG)",left,b,left,C,485,incongruent,5,6_1,
54_large,"exp (56, 7-9.JPG)",right,n,right,C,485,congruent,2,7_9,large pairs
54_large,"exp (32, 4-9.JPG)",right,n,right,C,486,congruent,5,4_9,
54_large,"exp (55, 7-8.JPG)",right,n,right,C,486,congruent,1,7_8,large pairs
54_large,"exp (32, 4-9.JPG)",right,n,right,C,486,congruent,5,4_9,
54_large,"exp (46, 6-7.JPG)",right,n,right,C,488,congruent,1,6_7,large pairs
54_large,"exp (47, 6-8.JPG)",right,n,right,C,488,congruent,2,6_8,large pairs
54_large,"exp (67, 9-3.JPG)",left,b,left,C,489,incongruent,6,9_3,
54_large,"exp (41, 6-1.JPG)",left,b,left,C,490,incongruent,5,6_1,
54_large,"exp (47, 6-8.JPG)",right,n,right,C,491,congruent,2,6_8,large pairs
54_large,"exp (14, 2-7.JPG)",right,n,right,C,491,congruent,5,2_7,
54_large,"exp (24, 3-9.JPG)",right,n,right,C,492,congruent,6,3_9,
54_large,"exp (66, 9-2.JPG)",left,b,left,C,493,incongruent,7,9_2,
54_large,"exp (28, 4-5.JPG)",right,n,right,C,493,congruent,1,4_5,
54_large,"exp (66, 9-2.JPG)",left,b,left,C,494,incongruent,7,9_2,
54_large,"exp (65, 9-1.JPG)",left,b,left,C,494,incongruent,8,9_1,
54_large,"exp (62, 8-6.JPG)",left,b,left,C,494,incongruent,2,8_6,large pairs
54_large,"exp (30, 4-7.JPG)",right,n,right,C,495,congruent,3,4_7,
54_large,"exp (69, 9-5.JPG)",left,b,left,C,495,incongruent,4,9_5,
54_large,"exp (20, 3-5.JPG)",right,n,right,C,495,congruent,2,3_5,
54_large,"exp (33, 5-1.JPG)",left,b,left,C,496,incongruent,4,5_1,
54_large,"exp (3, 1-4.JPG)",right,n,right,C,497,congruent,3,1_4,small pairs
54_large,"exp (15, 2-8.JPG)",right,n,right,C,497,congruent,6,2_8,
54_large,"exp (24, 3-9.JPG)",right,n,right,C,498,congruent,6,3_9,
54_large,"exp (60, 8-4.JPG)",left,b,left,C,500,incongruent,4,8_4,
54_large,"exp (65, 9-1.JPG)",left,b,left,C,501,incongruent,8,9_1,
54_large,"exp (41, 6-1.JPG)",left,b,left,C,501,incongruent,5,6_1,
54_large,"exp (4, 1-5.JPG)",right,n,right,C,502,congruent,4,1_5,
54_large,"exp (13, 2-6.JPG)",right,n,right,C,503,congruent,4,2_6,
54_large,"exp (15, 2-8.JPG)",right,n,right,C,503,congruent,6,2_8,
54_large,"exp (50, 7-2.JPG)",left,b,left,C,503,incongruent,5,7_2,
54_large,"exp (45, 6-5.JPG)",left,b,left,C,503,incongruent,1,6_5,
54_large,"exp (71, 9-7.JPG)",left,b,left,C,505,incongruent,2,9_7,large pairs
54_large,"exp (20, 3-5.JPG)",right,n,right,C,509,congruent,2,3_5,
54_large,"exp (59, 8-3.JPG)",left,b,left,C,509,incongruent,5,8_3,
54_large,"exp (27, 4-3.JPG)",left,b,left,C,509,incongruent,1,4_3,small pairs
