PartName,Event,Response,Key,Correct_R,Error_Code,RT,congruency,distance,pairs,size
31_large,"exp (69, 9-5.JPG)",left,b,left,C,293,incongruent,4,9_5,
31_large,"exp (49, 7-1.JPG)",left,b,left,C,306,incongruent,6,7_1,
31_large,"exp (51, 7-3.JPG)",left,b,left,C,336,incongruent,4,7_3,
31_large,"exp (50, 7-2.JPG)",left,b,left,C,337,incongruent,5,7_2,
31_large,"exp (17, 3-1.JPG)",left,b,left,C,339,incongruent,2,3_1,small pairs
31_large,"exp (26, 4-2.JPG)",left,b,left,C,341,incongruent,2,4_2,small pairs
31_large,"exp (65, 9-1.JPG)",left,b,left,C,343,incongruent,8,9_1,
31_large,"exp (43, 6-3.JPG)",left,b,left,C,344,incongruent,3,6_3,
31_large,"exp (9, 2-1.JPG)",left,b,left,C,346,incongruent,1,2_1,small pairs
31_large,"exp (61, 8-5.JPG)",left,b,left,C,347,incongruent,3,8_5,
31_large,"exp (34, 5-2.JPG)",left,b,left,C,349,incongruent,3,5_2,
31_large,"exp (70, 9-6.JPG)",left,b,left,C,352,incongruent,3,9_6,large pairs
31_large,"exp (20, 3-5.JPG)",right,n,right,C,353,congruent,2,3_5,
31_large,"exp (68, 9-4.JPG)",left,b,left,C,354,incongruent,5,9_4,
31_large,"exp (13, 2-6.JPG)",right,n,right,C,356,congruent,4,2_6,
31_large,"exp (58, 8-2.JPG)",left,b,left,C,356,incongruent,6,8_2,
31_large,"exp (6, 1-7.JPG)",right,n,right,C,357,congruent,6,1_7,
31_large,"exp (3, 1-4.JPG)",right,n,right,C,359,congruent,3,1_4,small pairs
31_large,"exp (33, 5-1.JPG)",left,b,left,C,361,incongruent,4,5_1,
31_large,"exp (65, 9-1.JPG)",left,b,left,C,361,incongruent,8,9_1,
31_large,"exp (4, 1-5.JPG)",right,n,right,C,361,congruent,4,1_5,
31_large,"exp (67, 9-3.JPG)",left,b,left,C,363,incongruent,6,9_3,
31_large,"exp (41, 6-1.JPG)",left,b,left,C,365,incongruent,5,6_1,
31_large,"exp (57, 8-1.JPG)",left,b,left,C,367,incongruent,7,8_1,
31_large,"exp (26, 4-2.JPG)",left,b,left,C,368,incongruent,2,4_2,small pairs
31_large,"exp (42, 6-2.JPG)",left,b,left,C,369,incongruent,4,6_2,
31_large,"exp (44, 6-4.JPG)",left,b,left,C,370,incongruent,2,6_4,
31_large,"exp (60, 8-4.JPG)",left,b,left,C,370,incongruent,4,8_4,
31_large,"exp (65, 9-1.JPG)",left,b,left,C,371,incongruent,8,9_1,
31_large,"exp (4, 1-5.JPG)",right,n,right,C,371,congruent,4,1_5,
31_large,"exp (13, 2-6.JPG)",right,n,right,C,371,congruent,4,2_6,
31_large,"exp (67, 9-3.JPG)",left,b,left,C,371,incongruent,6,9_3,
31_large,"exp (3, 1-4.JPG)",right,n,right,C,371,congruent,3,1_4,small pairs
31_large,"exp (8, 1-9.JPG)",right,n,right,C,372,congruent,8,1_9,
31_large,"exp (28, 4-5.JPG)",right,n,right,C,373,congruent,1,4_5,
31_large,"exp (2, 1-3.JPG)",right,n,right,C,374,congruent,2,1_3,small pairs
31_large,"exp (4, 1-5.JPG)",right,n,right,C,376,congruent,4,1_5,
31_large,"exp (17, 3-1.JPG)",left,b,left,C,376,incongruent,2,3_1,small pairs
31_large,"exp (7, 1-8.JPG)",right,n,right,C,377,congruent,7,1_8,
31_large,"exp (62, 8-6.JPG)",left,b,left,C,377,incongruent,2,8_6,large pairs
31_large,"exp (14, 2-7.JPG)",right,n,right,C,378,congruent,5,2_7,
31_large,"exp (25, 4-1.JPG)",left,b,left,C,378,incongruent,3,4_1,small pairs
31_large,"exp (26, 4-2.JPG)",left,b,left,C,379,incongruent,2,4_2,small pairs
31_large,"exp (41, 6-1.JPG)",left,b,left,C,379,incongruent,5,6_1,
31_large,"exp (14, 2-7.JPG)",right,n,right,C,379,congruent,5,2_7,
31_large,"exp (43, 6-3.JPG)",left,b,left,C,379,incongruent,3,6_3,
31_large,"exp (12, 2-5.JPG)",right,n,right,C,381,congruent,3,2_5,
31_large,"exp (25, 4-1.JPG)",left,b,left,C,381,incongruent,3,4_1,small pairs
31_large,"exp (66, 9-2.JPG)",left,b,left,C,381,incongruent,7,9_2,
31_large,"exp (15, 2-8.JPG)",right,n,right,C,381,congruent,6,2_8,
31_large,"exp (16, 2-9.JPG)",right,n,right,C,381,congruent,7,2_9,
31_large,"exp (41, 6-1.JPG)",left,b,left,C,381,incongruent,5,6_1,
31_large,"exp (21, 3-6.JPG)",right,n,right,C,382,congruent,3,3_6,
31_large,"exp (41, 6-1.JPG)",left,b,left,C,382,incongruent,5,6_1,
31_large,"exp (36, 5-4.JPG)",left,b,left,C,384,incongruent,1,5_4,
31_large,"exp (30, 4-7.JPG)",right,n,right,C,384,congruent,3,4_7,
31_large,"exp (57, 8-1.JPG)",left,b,left,C,384,incongruent,7,8_1,
31_large,"exp (26, 4-2.JPG)",left,b,left,C,384,incongruent,2,4_2,small pairs
31_large,"exp (42, 6-2.JPG)",left,b,left,C,385,incongruent,4,6_2,
31_large,"exp (7, 1-8.JPG)",right,n,right,C,387,congruent,7,1_8,
31_large,"exp (60, 8-4.JPG)",left,b,left,C,387,incongruent,4,8_4,
31_large,"exp (66, 9-2.JPG)",left,b,left,C,387,incongruent,7,9_2,
31_large,"exp (12, 2-5.JPG)",right,n,right,C,388,congruent,3,2_5,
