PartName,Event,Response,Key,Correct_R,Error_Code,RT,congruency,distance,pairs,size
62_large,"exp (6, 1-7.JPG)",right,n,right,C,365,congruent,6,1_7,
62_large,"exp (32, 4-9.JPG)",right,n,right,C,379,congruent,5,4_9,
62_large,"exp (66, 9-2.JPG)",left,b,left,C,381,incongruent,7,9_2,
62_large,"exp (1, 1-2.JPG)",right,n,right,C,382,congruent,1,1_2,small pairs
62_large,"exp (16, 2-9.JPG)",right,n,right,C,384,congruent,7,2_9,
62_large,"exp (6, 1-7.JPG)",right,n,right,C,386,congruent,6,1_7,
62_large,"exp (33, 5-1.JPG)",left,b,left,C,390,incongruent,4,5_1,
62_large,"exp (12, 2-5.JPG)",right,n,right,C,390,congruent,3,2_5,
62_large,"exp (43, 6-3.JPG)",left,b,left,C,392,incongruent,3,6_3,
62_large,"exp (41, 6-1.JPG)",left,b,left,C,394,incongruent,5,6_1,
62_large,"exp (8, 1-9.JPG)",right,n,right,C,396,congruent,8,1_9,
62_large,"exp (49, 7-1.JPG)",left,b,left,C,398,incongruent,6,7_1,
62_large,"exp (38, 5-7.JPG)",right,n,right,C,402,congruent,2,5_7,
62_large,"exp (63, 8-7.JPG)",left,b,left,C,402,incongruent,1,8_7,large pairs
62_large,"exp (19, 3-4.JPG)",right,n,right,C,402,congruent,1,3_4,small pairs
62_large,"exp (23, 3-8.JPG)",right,n,right,C,405,congruent,5,3_8,
62_large,"exp (5, 1-6.JPG)",right,n,right,C,406,congruent,5,1_6,
62_large,"exp (67, 9-3.JPG)",left,b,left,C,406,incongruent,6,9_3,
62_large,"exp (4, 1-5.JPG)",right,n,right,C,409,congruent,4,1_5,
62_large,"exp (16, 2-9.JPG)",right,n,right,C,410,congruent,7,2_9,
62_large,"exp (28, 4-5.JPG)",right,n,right,C,410,congruent,1,4_5,
62_large,"exp (3, 1-4.JPG)",right,n,right,C,413,congruent,3,1_4,small pairs
62_large,"exp (7, 1-8.JPG)",right,n,right,C,414,congruent,7,1_8,
62_large,"exp (20, 3-5.JPG)",right,n,right,C,415,congruent,2,3_5,
62_large,"exp (29, 4-6.JPG)",right,n,right,C,416,congruent,2,4_6,
62_large,"exp (4, 1-5.JPG)",right,n,right,C,416,congruent,4,1_5,
62_large,"exp (34, 5-2.JPG)",left,b,left,C,417,incongruent,3,5_2,
62_large,"exp (38, 5-7.JPG)",right,n,right,C,417,congruent,2,5_7,
62_large,"exp (69, 9-5.JPG)",left,b,left,C,417,incongruent,4,9_5,
62_large,"exp (8, 1-9.JPG)",right,n,right,C,418,congruent,8,1_9,
62_large,"exp (21, 3-6.JPG)",right,n,right,C,418,congruent,3,3_6,
62_large,"exp (13, 2-6.JPG)",right,n,right,C,418,congruent,4,2_6,
62_large,"exp (2, 1-3.JPG)",right,n,right,C,420,congruent,2,1_3,small pairs
62_large,"exp (13, 2-6.JPG)",right,n,right,C,420,congruent,4,2_6,
62_large,"exp (4, 1-5.JPG)",right,n,right,C,423,congruent,4,1_5,
62_large,"exp (11, 2-4.JPG)",right,n,right,C,424,congruent,2,2_4,small pairs
62_large,"exp (16, 2-9.JPG)",right,n,right,C,424,congruent,7,2_9,
62_large,"exp (51, 7-3.JPG)",left,b,left,C,426,incongruent,4,7_3,
62_large,"exp (20, 3-5.JPG)",right,n,right,C,426,congruent,2,3_5,
62_large,"exp (15, 2-8.JPG)",right,n,right,C,426,congruent,6,2_8,
