PartName,Event,Response,Key,Correct_R,Error_Code,RT,congruency,distance,pairs,size
117_small,"exp (43, 6-3.JPG)",right,n,right,C,395,incongruent,3,6_3,
117_small,"exp (41, 6-1.JPG)",right,n,right,C,407,incongruent,5,6_1,
117_small,"exp (58, 8-2.JPG)",right,n,right,C,411,incongruent,6,8_2,
117_small,"exp (25, 4-1.JPG)",right,n,right,C,411,incongruent,3,4_1,small pairs
117_small,"exp (7, 1-8.JPG)",left,b,left,C,411,congruent,7,1_8,
117_small,"exp (19, 3-4.JPG)",left,b,left,C,414,congruent,1,3_4,small pairs
117_small,"exp (10, 2-3.JPG)",left,b,left,C,414,congruent,1,2_3,small pairs
117_small,"exp (33, 5-1.JPG)",right,n,right,C,417,incongruent,4,5_1,
117_small,"exp (9, 2-1.JPG)",right,n,right,C,419,incongruent,1,2_1,small pairs
117_small,"exp (12, 2-5.JPG)",left,b,left,C,419,congruent,3,2_5,
117_small,"exp (25, 4-1.JPG)",right,n,right,C,421,incongruent,3,4_1,small pairs
117_small,"exp (3, 1-4.JPG)",left,b,left,C,421,congruent,3,1_4,small pairs
117_small,"exp (42, 6-2.JPG)",right,n,right,C,423,incongruent,4,6_2,
117_small,"exp (57, 8-1.JPG)",right,n,right,C,423,incongruent,7,8_1,
117_small,"exp (33, 5-1.JPG)",right,n,right,C,423,incongruent,4,5_1,
117_small,"exp (57, 8-1.JPG)",right,n,right,C,424,incongruent,7,8_1,
117_small,"exp (52, 7-4.JPG)",right,n,right,C,424,incongruent,3,7_4,
117_small,"exp (6, 1-7.JPG)",left,b,left,C,425,congruent,6,1_7,
117_small,"exp (2, 1-3.JPG)",left,b,left,C,425,congruent,2,1_3,small pairs
117_small,"exp (65, 9-1.JPG)",right,n,right,C,425,incongruent,8,9_1,
117_small,"exp (65, 9-1.JPG)",right,n,right,C,426,incongruent,8,9_1,
117_small,"exp (34, 5-2.JPG)",right,n,right,C,428,incongruent,3,5_2,
117_small,"exp (9, 2-1.JPG)",right,n,right,C,429,incongruent,1,2_1,small pairs
117_small,"exp (5, 1-6.JPG)",left,b,left,C,430,congruent,5,1_6,
117_small,"exp (41, 6-1.JPG)",right,n,right,C,431,incongruent,5,6_1,
117_small,"exp (33, 5-1.JPG)",right,n,right,C,431,incongruent,4,5_1,
117_small,"exp (14, 2-7.JPG)",left,b,left,C,432,congruent,5,2_7,
117_small,"exp (25, 4-1.JPG)",right,n,right,C,432,incongruent,3,4_1,small pairs
117_small,"exp (26, 4-2.JPG)",right,n,right,C,433,incongruent,2,4_2,small pairs
117_small,"exp (41, 6-1.JPG)",right,n,right,C,433,incongruent,5,6_1,
117_small,"exp (14, 2-7.JPG)",left,b,left,C,435,congruent,5,2_7,
117_small,"exp (58, 8-2.JPG)",right,n,right,C,437,incongruent,6,8_2,
117_small,"exp (17, 3-1.JPG)",right,n,right,C,439,incongruent,2,3_1,small pairs
117_small,"exp (4, 1-5.JPG)",left,b,left,C,440,congruent,4,1_5,
117_small,"exp (25, 4-1.JPG)",right,n,right,C,441,incongruent,3,4_1,small pairs
117_small,"exp (3, 1-4.JPG)",left,b,left,C,442,congruent,3,1_4,small pairs
117_small,"exp (50, 7-2.JPG)",right,n,right,C,442,incongruent,5,7_2,
117_small,"exp (49, 7-1.JPG)",right,n,right,C,442,incongruent,6,7_1,
117_small,"exp (33, 5-1.JPG)",right,n,right,C,443,incongruent,4,5_1,
117_small,"exp (60, 8-4.JPG)",right,n,right,C,443,incongruent,4,8_4,
117_small,"exp (61, 8-5.JPG)",right,n,right,C,443,incongruent,3,8_5,
117_small,"exp (57, 8-1.JPG)",right,n,right,C,443,incongruent,7,8_1,
117_small,"exp (49, 7-1.JPG)",right,n,right,C,443,incongruent,6,7_1,
117_small,"exp (9, 2-1.JPG)",right,n,right,C,443,incongruent,1,2_1,small pairs
117_small,"exp (43, 6-3.JPG)",right,n,right,C,444,incongruent,3,6_3,
117_small,"exp (65, 9-1.JPG)",right,n,right,C,444,incongruent,8,9_1,
117_small,"exp (31, 4-8.JPG)",left,b,left,C,445,congruent,4,4_8,
117_small,"exp (3, 1-4.JPG)",left,b,left,C,445,congruent,3,1_4,small pairs
