PartName,Event,Response,Key,Correct_R,Error_Code,RT,congruency,distance,pairs,size
106_small,"exp (44, 6-4.JPG)",right,n,right,C,292,incongruent,2,6_4,
106_small,"exp (67, 9-3.JPG)",right,n,right,C,308,incongruent,6,9_3,
106_small,"exp (52, 7-4.JPG)",right,n,right,C,328,incongruent,3,7_4,
106_small,"exp (59, 8-3.JPG)",right,n,right,C,350,incongruent,5,8_3,
106_small,"exp (49, 7-1.JPG)",right,n,right,C,359,incongruent,6,7_1,
106_small,"exp (25, 4-1.JPG)",right,n,right,C,368,incongruent,3,4_1,small pairs
106_small,"exp (46, 6-7.JPG)",left,b,left,C,371,congruent,1,6_7,large pairs
106_small,"exp (34, 5-2.JPG)",right,n,right,C,372,incongruent,3,5_2,
106_small,"exp (66, 9-2.JPG)",right,n,right,C,373,incongruent,7,9_2,
106_small,"exp (25, 4-1.JPG)",right,n,right,C,376,incongruent,3,4_1,small pairs
106_small,"exp (41, 6-1.JPG)",right,n,right,C,376,incongruent,5,6_1,
106_small,"exp (50, 7-2.JPG)",right,n,right,C,376,incongruent,5,7_2,
106_small,"exp (4, 1-5.JPG)",left,b,left,C,378,congruent,4,1_5,
106_small,"exp (65, 9-1.JPG)",right,n,right,C,378,incongruent,8,9_1,
106_small,"exp (4, 1-5.JPG)",left,b,left,C,384,congruent,4,1_5,
106_small,"exp (65, 9-1.JPG)",right,n,right,C,384,incongruent,8,9_1,
106_small,"exp (51, 7-3.JPG)",right,n,right,C,384,incongruent,4,7_3,
106_small,"exp (49, 7-1.JPG)",right,n,right,C,384,incongruent,6,7_1,
106_small,"exp (58, 8-2.JPG)",right,n,right,C,386,incongruent,6,8_2,
106_small,"exp (32, 4-9.JPG)",left,b,left,C,386,congruent,5,4_9,
106_small,"exp (12, 2-5.JPG)",left,b,left,C,388,congruent,3,2_5,
106_small,"exp (58, 8-2.JPG)",right,n,right,C,388,incongruent,6,8_2,
106_small,"exp (43, 6-3.JPG)",right,n,right,C,392,incongruent,3,6_3,
