PartName,Event,Response,Key,Correct_R,Error_Code,RT,congruency,distance,pairs,size
91_small,"exp (9, 2-1.JPG)",right,n,right,C,344,incongruent,1,2_1,small pairs
91_small,"exp (10, 2-3.JPG)",left,b,left,C,344,congruent,1,2_3,small pairs
91_small,"exp (3, 1-4.JPG)",left,b,left,C,345,congruent,3,1_4,small pairs
91_small,"exp (3, 1-4.JPG)",left,b,left,C,352,congruent,3,1_4,small pairs
91_small,"exp (54, 7-6.JPG)",right,n,right,C,356,incongruent,1,7_6,large pairs
91_small,"exp (8, 1-9.JPG)",left,b,left,C,362,congruent,8,1_9,
91_small,"exp (49, 7-1.JPG)",right,n,right,C,362,incongruent,6,7_1,
91_small,"exp (41, 6-1.JPG)",right,n,right,C,364,incongruent,5,6_1,
91_small,"exp (25, 4-1.JPG)",right,n,right,C,364,incongruent,3,4_1,small pairs
91_small,"exp (18, 3-2.JPG)",right,n,right,C,364,incongruent,1,3_2,small pairs
91_small,"exp (24, 3-9.JPG)",left,b,left,C,366,congruent,6,3_9,
91_small,"exp (3, 1-4.JPG)",left,b,left,C,369,congruent,3,1_4,small pairs
91_small,"exp (14, 2-7.JPG)",left,b,left,C,371,congruent,5,2_7,
91_small,"exp (6, 1-7.JPG)",left,b,left,C,372,congruent,6,1_7,
91_small,"exp (18, 3-2.JPG)",right,n,right,C,375,incongruent,1,3_2,small pairs
91_small,"exp (57, 8-1.JPG)",right,n,right,C,375,incongruent,7,8_1,
91_small,"exp (6, 1-7.JPG)",left,b,left,C,378,congruent,6,1_7,
91_small,"exp (1, 1-2.JPG)",left,b,left,C,380,congruent,1,1_2,small pairs
91_small,"exp (17, 3-1.JPG)",right,n,right,C,383,incongruent,2,3_1,small pairs
91_small,"exp (5, 1-6.JPG)",left,b,left,C,384,congruent,5,1_6,
91_small,"exp (27, 4-3.JPG)",right,n,right,C,386,incongruent,1,4_3,small pairs
91_small,"exp (57, 8-1.JPG)",right,n,right,C,386,incongruent,7,8_1,
91_small,"exp (65, 9-1.JPG)",right,n,right,C,386,incongruent,8,9_1,
91_small,"exp (66, 9-2.JPG)",right,n,right,C,386,incongruent,7,9_2,
91_small,"exp (51, 7-3.JPG)",right,n,right,C,388,incongruent,4,7_3,
91_small,"exp (25, 4-1.JPG)",right,n,right,C,390,incongruent,3,4_1,small pairs
91_small,"exp (36, 5-4.JPG)",right,n,right,C,391,incongruent,1,5_4,
91_small,"exp (65, 9-1.JPG)",right,n,right,C,392,incongruent,8,9_1,
91_small,"exp (15, 2-8.JPG)",left,b,left,C,394,congruent,6,2_8,
91_small,"exp (24, 3-9.JPG)",left,b,left,C,397,congruent,6,3_9,
91_small,"exp (1, 1-2.JPG)",left,b,left,C,398,congruent,1,1_2,small pairs
91_small,"exp (59, 8-3.JPG)",right,n,right,C,400,incongruent,5,8_3,
91_small,"exp (14, 2-7.JPG)",left,b,left,C,400,congruent,5,2_7,
91_small,"exp (58, 8-2.JPG)",right,n,right,C,400,incongruent,6,8_2,
91_small,"exp (17, 3-1.JPG)",right,n,right,C,401,incongruent,2,3_1,small pairs
91_small,"exp (42, 6-2.JPG)",right,n,right,C,402,incongruent,4,6_2,
91_small,"exp (15, 2-8.JPG)",left,b,left,C,402,congruent,6,2_8,
91_small,"exp (40, 5-9.JPG)",left,b,left,C,403,congruent,4,5_9,
91_small,"exp (65, 9-1.JPG)",right,n,right,C,407,incongruent,8,9_1,
91_small,"exp (40, 5-9.JPG)",left,b,left,C,408,congruent,4,5_9,
91_small,"exp (4, 1-5.JPG)",left,b,left,C,408,congruent,4,1_5,
91_small,"exp (18, 3-2.JPG)",right,n,right,C,408,incongruent,1,3_2,small pairs
91_small,"exp (37, 5-6.JPG)",left,b,left,C,409,congruent,1,5_6,
91_small,"exp (11, 2-4.JPG)",left,b,left,C,411,congruent,2,2_4,small pairs
91_small,"exp (27, 4-3.JPG)",right,n,right,C,412,incongruent,1,4_3,small pairs
91_small,"exp (65, 9-1.JPG)",right,n,right,C,412,incongruent,8,9_1,
91_small,"exp (26, 4-2.JPG)",right,n,right,C,412,incongruent,2,4_2,small pairs
91_small,"exp (44, 6-4.JPG)",right,n,right,C,413,incongruent,2,6_4,
91_small,"exp (43, 6-3.JPG)",right,n,right,C,415,incongruent,3,6_3,
91_small,"exp (10, 2-3.JPG)",left,b,left,C,416,congruent,1,2_3,small pairs
91_small,"exp (40, 5-9.JPG)",left,b,left,C,417,congruent,4,5_9,
91_small,"exp (33, 5-1.JPG)",right,n,right,C,418,incongruent,4,5_1,
91_small,"exp (46, 6-7.JPG)",left,b,left,C,418,congruent,1,6_7,large pairs
91_small,"exp (34, 5-2.JPG)",right,n,right,C,418,incongruent,3,5_2,
91_small,"exp (69, 9-5.JPG)",right,n,right,C,418,incongruent,4,9_5,
91_small,"exp (10, 2-3.JPG)",left,b,left,C,422,congruent,1,2_3,small pairs
