PartName,Event,Response,Key,Correct_R,Error_Code,RT,congruency,distance,pairs,size
84_small,"exp (57, 8-1.JPG)",right,n,right,C,344,incongruent,7,8_1,
84_small,"exp (49, 7-1.JPG)",right,n,right,C,364,incongruent,6,7_1,
84_small,"exp (41, 6-1.JPG)",right,n,right,C,372,incongruent,5,6_1,
84_small,"exp (26, 4-2.JPG)",right,n,right,C,378,incongruent,2,4_2,small pairs
84_small,"exp (9, 2-1.JPG)",right,n,right,C,381,incongruent,1,2_1,small pairs
84_small,"exp (7, 1-8.JPG)",left,b,left,C,383,congruent,7,1_8,
84_small,"exp (4, 1-5.JPG)",left,b,left,C,388,congruent,4,1_5,
84_small,"exp (7, 1-8.JPG)",left,b,left,C,394,congruent,7,1_8,
84_small,"exp (25, 4-1.JPG)",right,n,right,C,396,incongruent,3,4_1,small pairs
84_small,"exp (4, 1-5.JPG)",left,b,left,C,402,congruent,4,1_5,
84_small,"exp (51, 7-3.JPG)",right,n,right,C,402,incongruent,4,7_3,
84_small,"exp (57, 8-1.JPG)",right,n,right,C,402,incongruent,7,8_1,
84_small,"exp (9, 2-1.JPG)",right,n,right,C,405,incongruent,1,2_1,small pairs
84_small,"exp (34, 5-2.JPG)",right,n,right,C,406,incongruent,3,5_2,
84_small,"exp (43, 6-3.JPG)",right,n,right,C,407,incongruent,3,6_3,
84_small,"exp (1, 1-2.JPG)",left,b,left,C,408,congruent,1,1_2,small pairs
84_small,"exp (9, 2-1.JPG)",right,n,right,C,410,incongruent,1,2_1,small pairs
84_small,"exp (14, 2-7.JPG)",left,b,left,C,411,congruent,5,2_7,
84_small,"exp (1, 1-2.JPG)",left,b,left,C,412,congruent,1,1_2,small pairs
84_small,"exp (35, 5-3.JPG)",right,n,right,C,412,incongruent,2,5_3,
84_small,"exp (55, 7-8.JPG)",left,b,left,C,413,congruent,1,7_8,large pairs
84_small,"exp (34, 5-2.JPG)",right,n,right,C,414,incongruent,3,5_2,
84_small,"exp (22, 3-7.JPG)",left,b,left,C,415,congruent,4,3_7,
84_small,"exp (20, 3-5.JPG)",left,b,left,C,416,congruent,2,3_5,
84_small,"exp (58, 8-2.JPG)",right,n,right,C,417,incongruent,6,8_2,
84_small,"exp (15, 2-8.JPG)",left,b,left,C,420,congruent,6,2_8,
84_small,"exp (49, 7-1.JPG)",right,n,right,C,420,incongruent,6,7_1,
84_small,"exp (5, 1-6.JPG)",left,b,left,C,426,congruent,5,1_6,
84_small,"exp (25, 4-1.JPG)",right,n,right,C,426,incongruent,3,4_1,small pairs
84_small,"exp (43, 6-3.JPG)",right,n,right,C,427,incongruent,3,6_3,
84_small,"exp (66, 9-2.JPG)",right,n,right,C,427,incongruent,7,9_2,
84_small,"exp (31, 4-8.JPG)",left,b,left,C,429,congruent,4,4_8,
84_small,"exp (65, 9-1.JPG)",right,n,right,C,430,incongruent,8,9_1,
84_small,"exp (17, 3-1.JPG)",right,n,right,C,431,incongruent,2,3_1,small pairs
84_small,"exp (11, 2-4.JPG)",left,b,left,C,432,congruent,2,2_4,small pairs
84_small,"exp (33, 5-1.JPG)",right,n,right,C,435,incongruent,4,5_1,
84_small,"exp (66, 9-2.JPG)",right,n,right,C,435,incongruent,7,9_2,
84_small,"exp (41, 6-1.JPG)",right,n,right,C,437,incongruent,5,6_1,
84_small,"exp (50, 7-2.JPG)",right,n,right,C,438,incongruent,5,7_2,
84_small,"exp (39, 5-8.JPG)",left,b,left,C,438,congruent,3,5_8,
84_small,"exp (16, 2-9.JPG)",left,b,left,C,440,congruent,7,2_9,
84_small,"exp (50, 7-2.JPG)",right,n,right,C,441,incongruent,5,7_2,
84_small,"exp (24, 3-9.JPG)",left,b,left,C,442,congruent,6,3_9,
84_small,"exp (9, 2-1.JPG)",right,n,right,C,442,incongruent,1,2_1,small pairs
84_small,"exp (15, 2-8.JPG)",left,b,left,C,442,congruent,6,2_8,
84_small,"exp (58, 8-2.JPG)",right,n,right,C,442,incongruent,6,8_2,
84_small,"exp (27, 4-3.JPG)",right,n,right,C,444,incongruent,1,4_3,small pairs
84_small,"exp (14, 2-7.JPG)",left,b,left,C,446,congruent,5,2_7,
84_small,"exp (50, 7-2.JPG)",right,n,right,C,446,incongruent,5,7_2,
84_small,"exp (2, 1-3.JPG)",left,b,left,C,450,congruent,2,1_3,small pairs
84_small,"exp (7, 1-8.JPG)",left,b,left,C,450,congruent,7,1_8,
84_small,"exp (11, 2-4.JPG)",left,b,left,C,450,congruent,2,2_4,small pairs
84_small,"exp (26, 4-2.JPG)",right,n,right,C,450,incongruent,2,4_2,small pairs
84_small,"exp (6, 1-7.JPG)",left,b,left,C,450,congruent,6,1_7,
84_small,"exp (65, 9-1.JPG)",right,n,right,C,452,incongruent,8,9_1,
84_small,"exp (27, 4-3.JPG)",right,n,right,C,452,incongruent,1,4_3,small pairs
84_small,"exp (27, 4-3.JPG)",right,n,right,C,453,incongruent,1,4_3,small pairs
84_small,"exp (18, 3-2.JPG)",right,n,right,C,455,incongruent,1,3_2,small pairs
84_small,"exp (42, 6-2.JPG)",right,n,right,C,457,incongruent,4,6_2,
84_small,"exp (36, 5-4.JPG)",right,n,right,C,458,incongruent,1,5_4,
84_small,"exp (33, 5-1.JPG)",right,n,right,C,460,incongruent,4,5_1,
84_small,"exp (46, 6-7.JPG)",left,b,left,C,461,congruent,1,6_7,large pairs
84_small,"exp (35, 5-3.JPG)",right,n,right,C,461,incongruent,2,5_3,
84_small,"exp (59, 8-3.JPG)",right,n,right,C,461,incongruent,5,8_3,
84_small,"exp (41, 6-1.JPG)",right,n,right,C,463,incongruent,5,6_1,
84_small,"exp (67, 9-3.JPG)",right,n,right,C,463,incongruent,6,9_3,
84_small,"exp (12, 2-5.JPG)",left,b,left,C,464,congruent,3,2_5,
84_small,"exp (16, 2-9.JPG)",left,b,left,C,464,congruent,7,2_9,
84_small,"exp (15, 2-8.JPG)",left,b,left,C,464,congruent,6,2_8,
84_small,"exp (49, 7-1.JPG)",right,n,right,C,465,incongruent,6,7_1,
84_small,"exp (29, 4-6.JPG)",left,b,left,C,466,congruent,2,4_6,
84_small,"exp (68, 9-4.JPG)",right,n,right,C,466,incongruent,5,9_4,
84_small,"exp (41, 6-1.JPG)",right,n,right,C,466,incongruent,5,6_1,
84_small,"exp (67, 9-3.JPG)",right,n,right,C,466,incongruent,6,9_3,
84_small,"exp (32, 4-9.JPG)",left,b,left,C,468,congruent,5,4_9,
84_small,"exp (33, 5-1.JPG)",right,n,right,C,470,incongruent,4,5_1,
84_small,"exp (57, 8-1.JPG)",right,n,right,C,470,incongruent,7,8_1,
84_small,"exp (21, 3-6.JPG)",left,b,left,C,470,congruent,3,3_6,
84_small,"exp (6, 1-7.JPG)",left,b,left,C,472,congruent,6,1_7,
84_small,"exp (25, 4-1.JPG)",right,n,right,C,473,incongruent,3,4_1,small pairs
84_small,"exp (57, 8-1.JPG)",right,n,right,C,474,incongruent,7,8_1,
84_small,"exp (34, 5-2.JPG)",right,n,right,C,476,incongruent,3,5_2,
84_small,"exp (6, 1-7.JPG)",left,b,left,C,476,congruent,6,1_7,
84_small,"exp (57, 8-1.JPG)",right,n,right,C,477,incongruent,7,8_1,
84_small,"exp (42, 6-2.JPG)",right,n,right,C,478,incongruent,4,6_2,
84_small,"exp (60, 8-4.JPG)",right,n,right,C,479,incongruent,4,8_4,
84_small,"exp (35, 5-3.JPG)",right,n,right,C,480,incongruent,2,5_3,
84_small,"exp (11, 2-4.JPG)",left,b,left,C,481,congruent,2,2_4,small pairs
84_small,"exp (67, 9-3.JPG)",right,n,right,C,483,incongruent,6,9_3,
84_small,"exp (21, 3-6.JPG)",left,b,left,C,484,congruent,3,3_6,
84_small,"exp (48, 6-9.JPG)",left,b,left,C,484,congruent,3,6_9,large pairs
84_small,"exp (28, 4-5.JPG)",left,b,left,C,484,congruent,1,4_5,
84_small,"exp (26, 4-2.JPG)",right,n,right,C,486,incongruent,2,4_2,small pairs
84_small,"exp (5, 1-6.JPG)",left,b,left,C,486,congruent,5,1_6,
84_small,"exp (20, 3-5.JPG)",left,b,left,C,487,congruent,2,3_5,
