PartName,Event,Response,Key,Correct_R,Error_Code,RT,congruency,distance,pairs,size
113_small,"exp (25, 4-1.JPG)",right,n,right,C,415,incongruent,3,4_1,small pairs
113_small,"exp (2, 1-3.JPG)",left,b,left,C,425,congruent,2,1_3,small pairs
113_small,"exp (49, 7-1.JPG)",right,n,right,C,431,incongruent,6,7_1,
113_small,"exp (41, 6-1.JPG)",right,n,right,C,436,incongruent,5,6_1,
113_small,"exp (3, 1-4.JPG)",left,b,left,C,445,congruent,3,1_4,small pairs
113_small,"exp (16, 2-9.JPG)",left,b,left,C,449,congruent,7,2_9,
113_small,"exp (29, 4-6.JPG)",left,b,left,C,450,congruent,2,4_6,
113_small,"exp (25, 4-1.JPG)",right,n,right,C,453,incongruent,3,4_1,small pairs
113_small,"exp (53, 7-5.JPG)",right,n,right,C,456,incongruent,2,7_5,
113_small,"exp (33, 5-1.JPG)",right,n,right,C,463,incongruent,4,5_1,
113_small,"exp (49, 7-1.JPG)",right,n,right,C,466,incongruent,6,7_1,
113_small,"exp (2, 1-3.JPG)",left,b,left,C,471,congruent,2,1_3,small pairs
113_small,"exp (43, 6-3.JPG)",right,n,right,C,471,incongruent,3,6_3,
113_small,"exp (57, 8-1.JPG)",right,n,right,C,472,incongruent,7,8_1,
113_small,"exp (41, 6-1.JPG)",right,n,right,C,474,incongruent,5,6_1,
113_small,"exp (14, 2-7.JPG)",left,b,left,C,477,congruent,5,2_7,
113_small,"exp (15, 2-8.JPG)",left,b,left,C,479,congruent,6,2_8,
113_small,"exp (18, 3-2.JPG)",right,n,right,C,481,incongruent,1,3_2,small pairs
113_small,"exp (41, 6-1.JPG)",right,n,right,C,482,incongruent,5,6_1,
113_small,"exp (22, 3-7.JPG)",left,b,left,C,486,congruent,4,3_7,
113_small,"exp (42, 6-2.JPG)",right,n,right,C,491,incongruent,4,6_2,
113_small,"exp (65, 9-1.JPG)",right,n,right,C,491,incongruent,8,9_1,
113_small,"exp (4, 1-5.JPG)",left,b,left,C,495,congruent,4,1_5,
113_small,"exp (23, 3-8.JPG)",left,b,left,C,495,congruent,5,3_8,
113_small,"exp (49, 7-1.JPG)",right,n,right,C,495,incongruent,6,7_1,
113_small,"exp (65, 9-1.JPG)",right,n,right,C,497,incongruent,8,9_1,
113_small,"exp (17, 3-1.JPG)",right,n,right,C,497,incongruent,2,3_1,small pairs
113_small,"exp (42, 6-2.JPG)",right,n,right,C,497,incongruent,4,6_2,
113_small,"exp (69, 9-5.JPG)",right,n,right,C,498,incongruent,4,9_5,
113_small,"exp (51, 7-3.JPG)",right,n,right,C,498,incongruent,4,7_3,
113_small,"exp (42, 6-2.JPG)",right,n,right,C,500,incongruent,4,6_2,
113_small,"exp (6, 1-7.JPG)",left,b,left,C,501,congruent,6,1_7,
113_small,"exp (57, 8-1.JPG)",right,n,right,C,503,incongruent,7,8_1,
113_small,"exp (3, 1-4.JPG)",left,b,left,C,503,congruent,3,1_4,small pairs
113_small,"exp (52, 7-4.JPG)",right,n,right,C,503,incongruent,3,7_4,
113_small,"exp (33, 5-1.JPG)",right,n,right,C,504,incongruent,4,5_1,
113_small,"exp (54, 7-6.JPG)",right,n,right,C,505,incongruent,1,7_6,large pairs
113_small,"exp (26, 4-2.JPG)",right,n,right,C,505,incongruent,2,4_2,small pairs
113_small,"exp (66, 9-2.JPG)",right,n,right,C,505,incongruent,7,9_2,
113_small,"exp (51, 7-3.JPG)",right,n,right,C,510,incongruent,4,7_3,
113_small,"exp (57, 8-1.JPG)",right,n,right,C,510,incongruent,7,8_1,
113_small,"exp (2, 1-3.JPG)",left,b,left,C,511,congruent,2,1_3,small pairs
113_small,"exp (15, 2-8.JPG)",left,b,left,C,512,congruent,6,2_8,
113_small,"exp (5, 1-6.JPG)",left,b,left,C,514,congruent,5,1_6,
113_small,"exp (13, 2-6.JPG)",left,b,left,C,516,congruent,4,2_6,
113_small,"exp (50, 7-2.JPG)",right,n,right,C,517,incongruent,5,7_2,
113_small,"exp (61, 8-5.JPG)",right,n,right,C,519,incongruent,3,8_5,
113_small,"exp (58, 8-2.JPG)",right,n,right,C,519,incongruent,6,8_2,
113_small,"exp (68, 9-4.JPG)",right,n,right,C,520,incongruent,5,9_4,
113_small,"exp (24, 3-9.JPG)",left,b,left,C,521,congruent,6,3_9,
