PartName,Event,Response,Key,Correct_R,Error_Code,RT,congruency,distance,pairs,size
86_small,"exp (15, 2-8.JPG)",left,b,left,C,406,congruent,6,2_8,
86_small,"exp (23, 3-8.JPG)",left,b,left,C,407,congruent,5,3_8,
86_small,"exp (33, 5-1.JPG)",right,n,right,C,409,incongruent,4,5_1,
86_small,"exp (2, 1-3.JPG)",left,b,left,C,419,congruent,2,1_3,small pairs
86_small,"exp (43, 6-3.JPG)",right,n,right,C,433,incongruent,3,6_3,
86_small,"exp (11, 2-4.JPG)",left,b,left,C,433,congruent,2,2_4,small pairs
86_small,"exp (15, 2-8.JPG)",left,b,left,C,435,congruent,6,2_8,
86_small,"exp (57, 8-1.JPG)",right,n,right,C,437,incongruent,7,8_1,
86_small,"exp (10, 2-3.JPG)",left,b,left,C,441,congruent,1,2_3,small pairs
86_small,"exp (42, 6-2.JPG)",right,n,right,C,447,incongruent,4,6_2,
86_small,"exp (18, 3-2.JPG)",right,n,right,C,453,incongruent,1,3_2,small pairs
86_small,"exp (31, 4-8.JPG)",left,b,left,C,453,congruent,4,4_8,
86_small,"exp (13, 2-6.JPG)",left,b,left,C,453,congruent,4,2_6,
86_small,"exp (4, 1-5.JPG)",left,b,left,C,457,congruent,4,1_5,
86_small,"exp (2, 1-3.JPG)",left,b,left,C,459,congruent,2,1_3,small pairs
86_small,"exp (17, 3-1.JPG)",right,n,right,C,461,incongruent,2,3_1,small pairs
86_small,"exp (3, 1-4.JPG)",left,b,left,C,463,congruent,3,1_4,small pairs
86_small,"exp (49, 7-1.JPG)",right,n,right,C,463,incongruent,6,7_1,
86_small,"exp (65, 9-1.JPG)",right,n,right,C,467,incongruent,8,9_1,
86_small,"exp (8, 1-9.JPG)",left,b,left,C,469,congruent,8,1_9,
86_small,"exp (50, 7-2.JPG)",right,n,right,C,471,incongruent,5,7_2,
86_small,"exp (34, 5-2.JPG)",right,n,right,C,471,incongruent,3,5_2,
86_small,"exp (20, 3-5.JPG)",left,b,left,C,471,congruent,2,3_5,
86_small,"exp (7, 1-8.JPG)",left,b,left,C,473,congruent,7,1_8,
86_small,"exp (41, 6-1.JPG)",right,n,right,C,475,incongruent,5,6_1,
86_small,"exp (5, 1-6.JPG)",left,b,left,C,475,congruent,5,1_6,
86_small,"exp (12, 2-5.JPG)",left,b,left,C,477,congruent,3,2_5,
86_small,"exp (38, 5-7.JPG)",left,b,left,C,477,congruent,2,5_7,
86_small,"exp (3, 1-4.JPG)",left,b,left,C,479,congruent,3,1_4,small pairs
86_small,"exp (38, 5-7.JPG)",left,b,left,C,479,congruent,2,5_7,
86_small,"exp (50, 7-2.JPG)",right,n,right,C,483,incongruent,5,7_2,
86_small,"exp (66, 9-2.JPG)",right,n,right,C,484,incongruent,7,9_2,
86_small,"exp (6, 1-7.JPG)",left,b,left,C,485,congruent,6,1_7,
86_small,"exp (66, 9-2.JPG)",right,n,right,C,485,incongruent,7,9_2,
86_small,"exp (14, 2-7.JPG)",left,b,left,C,485,congruent,5,2_7,
86_small,"exp (8, 1-9.JPG)",left,b,left,C,485,congruent,8,1_9,
86_small,"exp (12, 2-5.JPG)",left,b,left,C,487,congruent,3,2_5,
86_small,"exp (7, 1-8.JPG)",left,b,left,C,488,congruent,7,1_8,
86_small,"exp (67, 9-3.JPG)",right,n,right,C,489,incongruent,6,9_3,
